id,exp,setsize,ss_fac,ss_lin,corr,other,npl,n_corr,n_other,n_npl
2_openset,openset,6,6,0.16666666666666696,23,0,0,1,3,4
2_openset,openset,6,6,0.16666666666666696,19,4,0,1,5,0
2_openset,openset,6,6,0.16666666666666696,21,2,0,1,5,4
2_openset,openset,8,8,2.166666666666667,23,0,0,1,0,1
2_openset,openset,8,8,2.166666666666667,20,3,0,1,1,0
2_openset,openset,8,8,2.166666666666667,22,1,0,1,1,2
2_openset,openset,8,8,2.166666666666667,19,4,0,1,3,0
2_openset,openset,8,8,2.166666666666667,19,3,1,1,3,4
2_openset,openset,8,8,2.166666666666667,18,5,0,1,5,0
2_openset,openset,8,8,2.166666666666667,17,6,0,1,5,4
2_openset,openset,8,8,2.166666666666667,17,6,0,1,7,0
2_openset,openset,8,8,2.166666666666667,21,2,0,1,7,4
3_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,0,1
3_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,0
3_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,2
3_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,0,1
3_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,0
3_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,2
3_closedset,closedset,4,4,-1.833333333333333,22,1,0,1,3,0
3_closedset,closedset,4,4,-1.833333333333333,22,1,0,1,3,4
3_closedset,closedset,6,6,0.16666666666666696,22,0,1,1,0,1
3_closedset,closedset,6,6,0.16666666666666696,17,6,0,1,1,0
3_closedset,closedset,6,6,0.16666666666666696,21,1,1,1,1,2
3_closedset,closedset,6,6,0.16666666666666696,17,6,0,1,3,0
3_closedset,closedset,6,6,0.16666666666666696,18,4,1,1,3,4
3_closedset,closedset,6,6,0.16666666666666696,19,4,0,1,5,0
3_closedset,closedset,6,6,0.16666666666666696,17,5,1,1,5,4
3_closedset,closedset,8,8,2.166666666666667,20,0,3,1,0,1
3_closedset,closedset,8,8,2.166666666666667,17,6,0,1,1,0
3_closedset,closedset,8,8,2.166666666666667,14,4,5,1,1,2
3_closedset,closedset,8,8,2.166666666666667,17,6,0,1,3,0
3_closedset,closedset,8,8,2.166666666666667,14,6,3,1,3,4
3_closedset,closedset,8,8,2.166666666666667,17,6,0,1,5,0
3_closedset,closedset,8,8,2.166666666666667,9,14,0,1,5,4
3_closedset,closedset,8,8,2.166666666666667,13,10,0,1,7,0
3_closedset,closedset,8,8,2.166666666666667,16,7,0,1,7,4
3_openset,openset,2,2,-3.833333333333333,23,0,0,1,0,1
3_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,0
3_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,2
3_openset,openset,4,4,-1.833333333333333,23,0,0,1,0,1
3_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,0
3_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,2
3_openset,openset,4,4,-1.833333333333333,23,0,0,1,3,0
3_openset,openset,4,4,-1.833333333333333,22,1,0,1,3,4
3_openset,openset,6,6,0.16666666666666696,23,0,0,1,0,1
3_openset,openset,6,6,0.16666666666666696,22,1,0,1,1,0
3_openset,openset,6,6,0.16666666666666696,22,1,0,1,1,2
3_openset,openset,6,6,0.16666666666666696,22,1,0,1,3,0
3_openset,openset,6,6,0.16666666666666696,19,4,0,1,3,4
3_openset,openset,6,6,0.16666666666666696,20,3,0,1,5,0
3_openset,openset,6,6,0.16666666666666696,21,2,0,1,5,4
3_openset,openset,8,8,2.166666666666667,21,0,2,1,0,1
3_openset,openset,8,8,2.166666666666667,20,3,0,1,1,0
3_openset,openset,8,8,2.166666666666667,18,5,0,1,1,2
3_openset,openset,8,8,2.166666666666667,17,6,0,1,3,0
3_openset,openset,8,8,2.166666666666667,16,7,0,1,3,4
3_openset,openset,8,8,2.166666666666667,13,10,0,1,5,0
3_openset,openset,8,8,2.166666666666667,19,4,0,1,5,4
3_openset,openset,8,8,2.166666666666667,14,9,0,1,7,0
3_openset,openset,8,8,2.166666666666667,16,7,0,1,7,4
4_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,0,1
4_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,0
4_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,2
4_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,0,1
4_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,0
4_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,2
4_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,0
4_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,4
4_closedset,closedset,6,6,0.16666666666666696,22,0,1,1,0,1
4_closedset,closedset,6,6,0.16666666666666696,21,2,0,1,1,0
4_closedset,closedset,6,6,0.16666666666666696,22,1,0,1,1,2
4_closedset,closedset,6,6,0.16666666666666696,21,2,0,1,3,0
4_closedset,closedset,6,6,0.16666666666666696,21,1,1,1,3,4
4_closedset,closedset,6,6,0.16666666666666696,19,4,0,1,5,0
4_closedset,closedset,6,6,0.16666666666666696,17,5,1,1,5,4
4_closedset,closedset,8,8,2.166666666666667,21,0,2,1,0,1
4_closedset,closedset,8,8,2.166666666666667,19,4,0,1,1,0
4_closedset,closedset,8,8,2.166666666666667,16,4,3,1,1,2
4_closedset,closedset,8,8,2.166666666666667,16,7,0,1,3,0
4_closedset,closedset,8,8,2.166666666666667,16,6,1,1,3,4
4_closedset,closedset,8,8,2.166666666666667,9,14,0,1,5,0
4_closedset,closedset,8,8,2.166666666666667,12,10,1,1,5,4
4_closedset,closedset,8,8,2.166666666666667,15,8,0,1,7,0
4_closedset,closedset,8,8,2.166666666666667,12,8,3,1,7,4
5_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,0,1
5_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,0
5_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,2
5_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,0,1
5_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,0
5_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,2
5_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,0
5_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,4
5_closedset,closedset,6,6,0.16666666666666696,23,0,0,1,0,1
5_closedset,closedset,6,6,0.16666666666666696,21,2,0,1,1,0
5_closedset,closedset,6,6,0.16666666666666696,17,5,1,1,1,2
5_closedset,closedset,6,6,0.16666666666666696,17,6,0,1,3,0
5_closedset,closedset,6,6,0.16666666666666696,20,3,0,1,3,4
5_closedset,closedset,6,6,0.16666666666666696,19,4,0,1,5,0
5_closedset,closedset,6,6,0.16666666666666696,17,6,0,1,5,4
5_closedset,closedset,8,8,2.166666666666667,23,0,0,1,0,1
5_closedset,closedset,8,8,2.166666666666667,20,3,0,1,1,0
5_closedset,closedset,8,8,2.166666666666667,16,5,2,1,1,2
5_closedset,closedset,8,8,2.166666666666667,12,11,0,1,3,0
5_closedset,closedset,8,8,2.166666666666667,13,9,1,1,3,4
5_closedset,closedset,8,8,2.166666666666667,13,10,0,1,5,0
5_closedset,closedset,8,8,2.166666666666667,15,6,2,1,5,4
5_closedset,closedset,8,8,2.166666666666667,14,9,0,1,7,0
5_closedset,closedset,8,8,2.166666666666667,11,7,5,1,7,4
5_openset,openset,2,2,-3.833333333333333,23,0,0,1,0,1
5_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,0
5_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,2
5_openset,openset,4,4,-1.833333333333333,23,0,0,1,0,1
5_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,0
5_openset,openset,4,4,-1.833333333333333,22,1,0,1,1,2
5_openset,openset,4,4,-1.833333333333333,23,0,0,1,3,0
5_openset,openset,4,4,-1.833333333333333,23,0,0,1,3,4
5_openset,openset,6,6,0.16666666666666696,23,0,0,1,0,1
5_openset,openset,6,6,0.16666666666666696,23,0,0,1,1,0
5_openset,openset,6,6,0.16666666666666696,23,0,0,1,1,2
5_openset,openset,6,6,0.16666666666666696,22,1,0,1,3,0
5_openset,openset,6,6,0.16666666666666696,20,3,0,1,3,4
5_openset,openset,6,6,0.16666666666666696,21,2,0,1,5,0
5_openset,openset,6,6,0.16666666666666696,22,1,0,1,5,4
5_openset,openset,8,8,2.166666666666667,23,0,0,1,0,1
5_openset,openset,8,8,2.166666666666667,19,4,0,1,1,0
5_openset,openset,8,8,2.166666666666667,20,2,1,1,1,2
5_openset,openset,8,8,2.166666666666667,20,3,0,1,3,0
5_openset,openset,8,8,2.166666666666667,17,5,1,1,3,4
5_openset,openset,8,8,2.166666666666667,19,4,0,1,5,0
5_openset,openset,8,8,2.166666666666667,18,5,0,1,5,4
5_openset,openset,8,8,2.166666666666667,18,5,0,1,7,0
5_openset,openset,8,8,2.166666666666667,18,5,0,1,7,4
6_closedset,closedset,2,2,-3.833333333333333,21,0,2,1,0,1
6_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,0
6_closedset,closedset,2,2,-3.833333333333333,19,2,2,1,1,2
6_closedset,closedset,4,4,-1.833333333333333,21,0,2,1,0,1
6_closedset,closedset,4,4,-1.833333333333333,22,1,0,1,1,0
6_closedset,closedset,4,4,-1.833333333333333,19,2,2,1,1,2
6_closedset,closedset,4,4,-1.833333333333333,20,3,0,1,3,0
6_closedset,closedset,4,4,-1.833333333333333,19,3,1,1,3,4
6_closedset,closedset,6,6,0.16666666666666696,18,0,5,1,0,1
6_closedset,closedset,6,6,0.16666666666666696,17,6,0,1,1,0
6_closedset,closedset,6,6,0.16666666666666696,18,2,3,1,1,2
6_closedset,closedset,6,6,0.16666666666666696,13,10,0,1,3,0
6_closedset,closedset,6,6,0.16666666666666696,12,4,7,1,3,4
6_closedset,closedset,6,6,0.16666666666666696,14,9,0,1,5,0
6_closedset,closedset,6,6,0.16666666666666696,15,8,0,1,5,4
6_closedset,closedset,8,8,2.166666666666667,17,0,6,1,0,1
6_closedset,closedset,8,8,2.166666666666667,13,10,0,1,1,0
6_closedset,closedset,8,8,2.166666666666667,10,8,5,1,1,2
6_closedset,closedset,8,8,2.166666666666667,6,17,0,1,3,0
6_closedset,closedset,8,8,2.166666666666667,6,8,9,1,3,4
6_closedset,closedset,8,8,2.166666666666667,8,15,0,1,5,0
6_closedset,closedset,8,8,2.166666666666667,8,8,7,1,5,4
6_closedset,closedset,8,8,2.166666666666667,8,15,0,1,7,0
6_closedset,closedset,8,8,2.166666666666667,8,9,6,1,7,4
6_openset,openset,2,2,-3.833333333333333,23,0,0,1,0,1
6_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,0
6_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,2
6_openset,openset,4,4,-1.833333333333333,23,0,0,1,0,1
6_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,0
6_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,2
6_openset,openset,4,4,-1.833333333333333,21,2,0,1,3,0
6_openset,openset,4,4,-1.833333333333333,23,0,0,1,3,4
6_openset,openset,6,6,0.16666666666666696,23,0,0,1,0,1
6_openset,openset,6,6,0.16666666666666696,21,2,0,1,1,0
6_openset,openset,6,6,0.16666666666666696,21,1,1,1,1,2
6_openset,openset,6,6,0.16666666666666696,18,5,0,1,3,0
6_openset,openset,6,6,0.16666666666666696,20,3,0,1,3,4
6_openset,openset,6,6,0.16666666666666696,22,1,0,1,5,0
6_openset,openset,6,6,0.16666666666666696,22,1,0,1,5,4
6_openset,openset,8,8,2.166666666666667,21,0,2,1,0,1
6_openset,openset,8,8,2.166666666666667,22,1,0,1,1,0
6_openset,openset,8,8,2.166666666666667,22,1,0,1,1,2
6_openset,openset,8,8,2.166666666666667,16,7,0,1,3,0
6_openset,openset,8,8,2.166666666666667,14,6,3,1,3,4
6_openset,openset,8,8,2.166666666666667,17,6,0,1,5,0
6_openset,openset,8,8,2.166666666666667,18,5,0,1,5,4
6_openset,openset,8,8,2.166666666666667,17,6,0,1,7,0
6_openset,openset,8,8,2.166666666666667,14,9,0,1,7,4
7_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,0,1
7_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,0
7_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,2
7_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,0,1
7_closedset,closedset,4,4,-1.833333333333333,21,2,0,1,1,0
7_closedset,closedset,4,4,-1.833333333333333,21,2,0,1,1,2
7_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,0
7_closedset,closedset,4,4,-1.833333333333333,19,4,0,1,3,4
7_closedset,closedset,6,6,0.16666666666666696,18,0,5,1,0,1
7_closedset,closedset,6,6,0.16666666666666696,14,9,0,1,1,0
7_closedset,closedset,6,6,0.16666666666666696,16,2,5,1,1,2
7_closedset,closedset,6,6,0.16666666666666696,12,11,0,1,3,0
7_closedset,closedset,6,6,0.16666666666666696,13,7,3,1,3,4
7_closedset,closedset,6,6,0.16666666666666696,15,8,0,1,5,0
7_closedset,closedset,6,6,0.16666666666666696,13,7,3,1,5,4
7_closedset,closedset,8,8,2.166666666666667,19,0,4,1,0,1
7_closedset,closedset,8,8,2.166666666666667,12,11,0,1,1,0
7_closedset,closedset,8,8,2.166666666666667,15,6,2,1,1,2
7_closedset,closedset,8,8,2.166666666666667,12,11,0,1,3,0
7_closedset,closedset,8,8,2.166666666666667,9,7,7,1,3,4
7_closedset,closedset,8,8,2.166666666666667,13,10,0,1,5,0
7_closedset,closedset,8,8,2.166666666666667,12,8,3,1,5,4
7_closedset,closedset,8,8,2.166666666666667,6,17,0,1,7,0
7_closedset,closedset,8,8,2.166666666666667,8,10,5,1,7,4
7_openset,openset,2,2,-3.833333333333333,23,0,0,1,0,1
7_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,0
7_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,2
7_openset,openset,4,4,-1.833333333333333,23,0,0,1,0,1
7_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,0
7_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,2
7_openset,openset,4,4,-1.833333333333333,22,1,0,1,3,0
7_openset,openset,4,4,-1.833333333333333,23,0,0,1,3,4
7_openset,openset,6,6,0.16666666666666696,23,0,0,1,0,1
7_openset,openset,6,6,0.16666666666666696,20,3,0,1,1,0
7_openset,openset,6,6,0.16666666666666696,22,1,0,1,1,2
7_openset,openset,6,6,0.16666666666666696,20,3,0,1,3,0
7_openset,openset,6,6,0.16666666666666696,20,2,1,1,3,4
7_openset,openset,6,6,0.16666666666666696,20,3,0,1,5,0
7_openset,openset,6,6,0.16666666666666696,20,3,0,1,5,4
7_openset,openset,8,8,2.166666666666667,23,0,0,1,0,1
7_openset,openset,8,8,2.166666666666667,21,2,0,1,1,0
7_openset,openset,8,8,2.166666666666667,19,4,0,1,1,2
7_openset,openset,8,8,2.166666666666667,18,5,0,1,3,0
7_openset,openset,8,8,2.166666666666667,15,8,0,1,3,4
7_openset,openset,8,8,2.166666666666667,16,7,0,1,5,0
7_openset,openset,8,8,2.166666666666667,18,5,0,1,5,4
7_openset,openset,8,8,2.166666666666667,16,7,0,1,7,0
7_openset,openset,8,8,2.166666666666667,15,8,0,1,7,4
8_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,0,1
8_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,0
8_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,2
8_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,0,1
8_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,0
8_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,2
8_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,0
8_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,4
8_closedset,closedset,6,6,0.16666666666666696,20,0,3,1,0,1
8_closedset,closedset,6,6,0.16666666666666696,20,3,0,1,1,0
8_closedset,closedset,6,6,0.16666666666666696,21,1,1,1,1,2
8_closedset,closedset,6,6,0.16666666666666696,21,2,0,1,3,0
8_closedset,closedset,6,6,0.16666666666666696,18,3,2,1,3,4
8_closedset,closedset,6,6,0.16666666666666696,21,2,0,1,5,0
8_closedset,closedset,6,6,0.16666666666666696,17,6,0,1,5,4
8_closedset,closedset,8,8,2.166666666666667,22,0,1,1,0,1
8_closedset,closedset,8,8,2.166666666666667,21,2,0,1,1,0
8_closedset,closedset,8,8,2.166666666666667,18,3,2,1,1,2
8_closedset,closedset,8,8,2.166666666666667,22,1,0,1,3,0
8_closedset,closedset,8,8,2.166666666666667,16,5,2,1,3,4
8_closedset,closedset,8,8,2.166666666666667,17,6,0,1,5,0
8_closedset,closedset,8,8,2.166666666666667,17,6,0,1,5,4
8_closedset,closedset,8,8,2.166666666666667,14,9,0,1,7,0
8_closedset,closedset,8,8,2.166666666666667,19,4,0,1,7,4
8_openset,openset,2,2,-3.833333333333333,23,0,0,1,0,1
8_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,0
8_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,2
8_openset,openset,4,4,-1.833333333333333,22,0,1,1,0,1
8_openset,openset,4,4,-1.833333333333333,21,2,0,1,1,0
8_openset,openset,4,4,-1.833333333333333,21,2,0,1,1,2
8_openset,openset,4,4,-1.833333333333333,21,2,0,1,3,0
8_openset,openset,4,4,-1.833333333333333,20,3,0,1,3,4
8_openset,openset,6,6,0.16666666666666696,23,0,0,1,0,1
8_openset,openset,6,6,0.16666666666666696,19,4,0,1,1,0
8_openset,openset,6,6,0.16666666666666696,22,1,0,1,1,2
8_openset,openset,6,6,0.16666666666666696,14,9,0,1,3,0
8_openset,openset,6,6,0.16666666666666696,16,7,0,1,3,4
8_openset,openset,6,6,0.16666666666666696,16,7,0,1,5,0
8_openset,openset,6,6,0.16666666666666696,16,6,1,1,5,4
8_openset,openset,8,8,2.166666666666667,22,0,1,1,0,1
8_openset,openset,8,8,2.166666666666667,17,6,0,1,1,0
8_openset,openset,8,8,2.166666666666667,17,5,1,1,1,2
8_openset,openset,8,8,2.166666666666667,15,8,0,1,3,0
8_openset,openset,8,8,2.166666666666667,15,6,2,1,3,4
8_openset,openset,8,8,2.166666666666667,15,8,0,1,5,0
8_openset,openset,8,8,2.166666666666667,10,12,1,1,5,4
8_openset,openset,8,8,2.166666666666667,14,9,0,1,7,0
8_openset,openset,8,8,2.166666666666667,13,9,1,1,7,4
9_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,0,1
9_closedset,closedset,2,2,-3.833333333333333,23,0,0,1,1,0
9_closedset,closedset,2,2,-3.833333333333333,22,0,1,1,1,2
9_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,0,1
9_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,0
9_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,1,2
9_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,0
9_closedset,closedset,4,4,-1.833333333333333,23,0,0,1,3,4
9_closedset,closedset,6,6,0.16666666666666696,23,0,0,1,0,1
9_closedset,closedset,6,6,0.16666666666666696,20,3,0,1,1,0
9_closedset,closedset,6,6,0.16666666666666696,16,6,1,1,1,2
9_closedset,closedset,6,6,0.16666666666666696,11,12,0,1,3,0
9_closedset,closedset,6,6,0.16666666666666696,10,9,4,1,3,4
9_closedset,closedset,6,6,0.16666666666666696,11,12,0,1,5,0
9_closedset,closedset,6,6,0.16666666666666696,14,8,1,1,5,4
9_closedset,closedset,8,8,2.166666666666667,19,0,4,1,0,1
9_closedset,closedset,8,8,2.166666666666667,14,9,0,1,1,0
9_closedset,closedset,8,8,2.166666666666667,16,3,4,1,1,2
9_closedset,closedset,8,8,2.166666666666667,10,13,0,1,3,0
9_closedset,closedset,8,8,2.166666666666667,12,7,4,1,3,4
9_closedset,closedset,8,8,2.166666666666667,13,10,0,1,5,0
9_closedset,closedset,8,8,2.166666666666667,8,11,4,1,5,4
9_closedset,closedset,8,8,2.166666666666667,12,11,0,1,7,0
9_closedset,closedset,8,8,2.166666666666667,7,14,2,1,7,4
9_openset,openset,2,2,-3.833333333333333,23,0,0,1,0,1
9_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,0
9_openset,openset,2,2,-3.833333333333333,23,0,0,1,1,2
9_openset,openset,4,4,-1.833333333333333,23,0,0,1,0,1
9_openset,openset,4,4,-1.833333333333333,22,1,0,1,1,0
9_openset,openset,4,4,-1.833333333333333,23,0,0,1,1,2
9_openset,openset,4,4,-1.833333333333333,21,2,0,1,3,0
9_openset,openset,4,4,-1.833333333333333,22,1,0,1,3,4
9_openset,openset,6,6,0.16666666666666696,23,0,0,1,0,1
9_openset,openset,6,6,0.16666666666666696,20,3,0,1,1,0
9_openset,openset,6,6,0.16666666666666696,22,0,1,1,1,2
9_openset,openset,6,6,0.16666666666666696,20,3,0,1,3,0
9_openset,openset,6,6,0.16666666666666696,19,3,1,1,3,4
9_openset,openset,6,6,0.16666666666666696,18,5,0,1,5,0
9_openset,openset,6,6,0.16666666666666696,20,3,0,1,5,4
9_openset,openset,8,8,2.166666666666667,20,0,3,1,0,1
9_openset,openset,8,8,2.166666666666667,14,9,0,1,1,0
9_openset,openset,8,8,2.166666666666667,18,4,1,1,1,2
9_openset,openset,8,8,2.166666666666667,20,3,0,1,3,0
9_openset,openset,8,8,2.166666666666667,14,3,6,1,3,4
9_openset,openset,8,8,2.166666666666667,18,5,0,1,5,0
9_openset,openset,8,8,2.166666666666667,15,8,0,1,5,4
9_openset,openset,8,8,2.166666666666667,13,10,0,1,7,0
9_openset,openset,8,8,2.166666666666667,14,9,0,1,7,4
